name,price,keyword,Brand Name,Flavor,Item Weight,Item Form,actual_weight_gm,price_per_kg,is_organic,is_sugar_free,is_gluten_free,is_vegan,is_keto,is_diet,is_zero,is_stevia,pack_size,weight_category,brand_in_name
juhayna,257.0,milk,juhayna,other,1 Kilograms,liquid,1000.0,257.0,0,0,0,0,0,0,0,0,1.0,large,1
almarai,49.0,milk,almarai,other,1 Kilograms,liquid,1000.0,49.0,0,0,0,0,0,0,0,0,1.0,large,1
juhayna,515.0,milk,juhayna,other,2 Kilograms,liquid,2000.0,257.5,0,0,0,0,0,0,0,0,1.0,xlarge,1
almarai,302.0,milk,almarai,coffee,1 Kilograms,liquid,1000.0,302.0,0,0,0,0,0,0,0,0,1.0,large,1
almarai,49.0,milk,almarai,unflavored,1 Kilograms,liquid,1000.0,49.0,0,0,0,0,0,0,0,0,1.0,large,1
almarai,294.0,milk,almarai,other,6 Kilograms,liquid,6000.0,49.0,0,0,0,0,0,0,0,0,1.0,bulk,1
lamar,49.0,milk,other,plain,1 Kilograms,liquid,1000.0,49.0,0,0,0,0,0,0,0,0,1.0,large,0
lamar,51.0,milk,other,other,1 Kilograms,liquid,1000.0,51.0,0,0,0,0,0,0,0,0,1.0,large,0
juhayna,72.0,milk,juhayna,other,1.5 Kilograms,liquid,1500.0,48.0,0,0,0,0,0,0,0,0,1.0,xlarge,1
the milkman,53.0,milk,other,unflavored,1 Kilograms,liquid,1000.0,53.0,0,0,0,0,0,0,0,0,1.0,large,0
juhayna,305.0,milk,juhayna,other,1 Kilograms,liquid,1000.0,305.0,0,0,0,0,0,0,0,0,1.0,large,1
lamar,10.0,milk,other,other,200 Grams,liquid,200.0,50.0,0,0,0,0,0,0,0,0,1.0,medium,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
almarai,52.0,milk,almarai,plain,1 Kilograms,liquid,1000.0,52.0,0,0,0,0,0,0,0,0,1.0,large,1
lamar,51.0,milk,other,plain,1 Kilograms,liquid,1000.0,51.0,0,0,0,0,0,0,0,0,1.0,large,0
almarai,69.0,milk,almarai,strawberry,200 Grams,liquid,200.0,345.0,0,0,0,0,0,0,0,0,1.0,medium,1
juhayna,12.0,milk,juhayna,milk,200 Grams,liquid,200.0,60.0,0,0,0,0,0,0,0,0,1.0,medium,1
juhayna,80.0,milk,juhayna,other,1.5 Kilograms,liquid,1500.0,53.333333333333336,0,0,0,0,0,0,0,0,1.0,xlarge,1
almarai,52.0,milk,almarai,milk,1 Kilograms,liquid,1000.0,52.0,0,0,0,0,0,0,0,0,1.0,large,1
almarai,110.0,milk,almarai,sweet,0.4 Kilograms,liquid,400.0,275.0,0,0,0,0,0,0,0,0,1.0,medium,1
lamar,306.0,milk,other,plain,6 Kilograms,liquid,6000.0,51.0,0,0,0,0,0,0,0,0,1.0,bulk,0
lamar,95.0,milk,other,plain,1 Kilograms,liquid,1000.0,95.0,0,0,0,0,0,0,0,0,1.0,large,0
almarai,69.0,milk,almarai,chocolate,200 Grams,liquid,200.0,345.0,0,0,0,0,0,0,0,0,1.0,medium,1
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
nestlé sweetened condensed milk 370g,108.0,milk,other,other,370 Grams,liquid,370.0,291.89189189189193,0,0,0,0,0,0,0,0,1.0,medium,0
miro,250.0,milk,other,unflavored,700 Grams,powder,700.0,357.14285714285717,0,0,0,0,0,0,0,0,1.0,large,0
lamar,10.0,milk,other,other,200 Grams,liquid,200.0,50.0,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,52.0,milk,almarai,plain,1 Kilograms,liquid,1000.0,52.0,0,0,0,0,0,0,0,0,1.0,large,1
almarai,10.0,milk,almarai,strawberry,200 Grams,liquid,200.0,50.0,0,0,0,0,0,0,0,0,1.0,medium,1
lamar,10.0,milk,other,strawberry,200 Grams,liquid,200.0,50.0,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,76.0,milk,almarai,other,1500 Grams,liquid,1500.0,50.666666666666664,0,0,0,0,0,0,0,0,1.0,xlarge,1
miro,177.0,milk,other,unflavored,0.7 Kilograms,powder,700.0,252.85714285714283,0,0,0,0,0,0,0,0,1.0,large,0
lamar,306.0,milk,other,milk,6 Kilograms,liquid,6000.0,51.0,0,0,0,0,0,0,0,0,1.0,bulk,0
almarai,12.0,milk,almarai,other,200 Grams,liquid,200.0,60.0,0,0,0,0,0,0,0,0,1.0,medium,1
lamar,12.0,milk,other,other,200 Grams,liquid,200.0,60.0,0,0,0,0,0,0,0,0,1.0,medium,0
lamar,299.0,milk,other,plain,6 Kilograms,liquid,6000.0,49.833333333333336,0,0,0,0,0,0,0,0,1.0,bulk,0
almarai milk pet,310.0,milk,other,plain,4000 Grams,liquid,4000.0,77.5,0,0,0,0,0,0,0,0,1.0,xlarge,0
juhayna,50.0,milk,juhayna,other,1 Kilograms,liquid,1000.0,50.0,0,0,0,0,0,0,0,0,1.0,large,1
jh milk full cream (6 pieces),446.0,milk,generic,nan,6000 Grams,liquid,6000.0,74.33333333333333,0,0,0,0,0,0,0,0,6.0,bulk,0
"milko sweetened condensed milk, full cream, 390 g",98.0,milk,generic,other,390 Grams,other,390.0,251.28205128205127,0,0,0,0,0,0,0,0,1.0,medium,0
miro,74.0,milk,other,milk,0.25 Kilograms,powder,250.0,296.0,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,69.0,milk,almarai,banana,200 Grams,liquid,200.0,345.0,0,0,0,0,0,0,0,0,1.0,medium,1
lamar,52.0,milk,other,chocolate,1 Kilograms,liquid,1000.0,52.0,0,0,0,0,0,0,0,0,1.0,large,0
nido,499.0,milk,other,other,1200 Grams,powder,1200.0,415.8333333333333,0,0,0,0,0,0,0,0,1.0,xlarge,0
lamar,13.0,milk,other,chocolate,200 Grams,liquid,200.0,65.0,0,0,0,0,0,0,0,0,1.0,medium,0
juhayna,13.0,milk,juhayna,strawberry,200 Grams,liquid,200.0,65.0,0,0,0,0,0,0,0,0,1.0,medium,1
"حليب ابو قوس الاصلي 170 جرام, rainbo (quality milk), qriginal, 170g",103.0,milk,generic,original,170 Grams,liquid,170.0,605.8823529411765,0,0,0,0,0,0,0,0,1.0,medium,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
"puck evaporated milk for tea and coffee, tin 410g",144.0,milk,generic,other,410 Grams,other,410.0,351.2195121951219,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,457.0,milk,almarai,plain,6.46 Kilograms,liquid,6460.0,70.74303405572756,0,0,0,0,0,0,0,0,1.0,bulk,1
tambo,155.0,milk,other,milk,700 Grams,powder,700.0,221.42857142857142,0,0,0,0,0,0,0,0,1.0,large,0
bonny,150.0,milk,other,creamy,410 Grams,liquid,410.0,365.8536585365854,0,0,0,0,0,0,0,0,1.0,medium,0
nido,227.0,milk,other,milk,500 Grams,powder,500.0,454.0,0,0,0,0,0,0,0,0,1.0,medium,0
"al bustan sweetened full cream condensed milk, 370 g, contains lactose & dairy derivatives, 8% milk fat, 28% solids",107.0,milk,generic,other,370 Grams,other,370.0,289.18918918918916,0,0,0,0,0,0,0,0,1.0,medium,0
miro,154.0,milk,other,unflavored,0.25 Kilograms,powder,250.0,616.0,0,0,0,0,0,0,0,0,1.0,medium,0
juhayna,78.0,milk,juhayna,other,1200 Grams,liquid,1200.0,65.0,0,0,0,0,0,0,0,0,1.0,xlarge,1
juhayna,12.0,milk,juhayna,other,200 Grams,liquid,200.0,60.0,0,0,0,0,0,0,0,0,1.0,medium,1
almarai,120.0,milk,almarai,plain,1.5 Kilograms,liquid,1500.0,80.0,0,0,0,0,0,0,0,0,1.0,xlarge,1
puck - evaporated milk - 170g | blend of evaporated skimmed milk and vegetable fat,111.0,milk,generic,nan,170 Grams,liquid,170.0,652.9411764705883,0,0,0,0,0,0,0,0,1.0,medium,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
nido,69.0,milk,other,nan,200 Grams,powder,200.0,345.0,0,0,0,0,0,0,0,0,1.0,medium,0
nido,102.0,milk,other,milk,225 Grams,powder,225.0,453.3333333333333,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,312.0,milk,almarai,milk,6 Kilograms,liquid,6000.0,52.0,0,0,0,0,0,0,0,0,1.0,bulk,1
حليب ابو قوس 170 جرام (بالهيل),115.0,milk,generic,coffee,170 Grams,liquid,170.0,676.4705882352941,0,0,0,0,0,0,0,0,1.0,medium,0
romano,92.0,milk,other,nan,300 Grams,powder,300.0,306.66666666666663,0,0,0,0,0,0,0,0,1.0,medium,0
"evaporated milk for tea and coffee, 2 x 410 g",249.0,milk,generic,other,820 Grams,liquid,820.0,303.6585365853658,0,0,0,0,0,0,0,0,1.0,large,0
nido,170.0,milk,other,milk,288 Grams,powder,288.0,590.2777777777778,0,0,0,0,0,0,0,0,1.0,medium,0
miro,125.0,milk,other,strawberry,0.3 Kilograms,liquid,300.0,416.6666666666667,0,0,0,0,0,0,0,0,1.0,medium,0
jh milk full cream (12 pieces),853.0,milk,generic,other,12000 Grams,liquid,12000.0,71.08333333333333,0,0,0,0,0,0,0,0,12.0,bulk,0
nido,46.0,milk,other,nan,100 Grams,powder,100.0,460.0,0,0,0,0,0,0,0,0,1.0,small,0
rainbow,135.0,milk,other,other,0.17 Kilograms,liquid,170.0,794.1176470588235,0,0,0,0,0,0,0,0,1.0,medium,0
bonny,155.0,milk,other,milk,0.4 Kilograms,cream,400.0,387.5,0,0,0,0,0,0,0,0,1.0,medium,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
nido,391.0,milk,other,unflavored,900 Grams,powder,900.0,434.44444444444446,0,0,0,0,0,0,0,0,1.0,large,0
full cream milk 200ml (27 pack),420.0,milk,generic,milk,2 Kilograms,liquid,2000.0,210.0,0,0,0,0,0,0,0,0,27.0,xlarge,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
avanti,485.0,milk,avanti,milk,1500 Grams,powder,1500.0,323.3333333333333,0,0,0,0,0,0,0,0,1.0,xlarge,1
almarai,18.0,milk,almarai,other,0.22 Kilograms,liquid,220.0,81.81818181818181,0,0,0,0,0,0,0,0,1.0,medium,1
nido,173.0,milk,other,nan,500 Grams,powder,500.0,346.0,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,30.0,milk,almarai,other,0.43 Kilograms,liquid,430.0,69.76744186046511,0,0,0,0,0,0,0,0,1.0,medium,1
miro,113.0,milk,other,banana,0.32 Kilograms,other,320.0,353.125,0,0,0,0,0,0,0,0,1.0,medium,0
"juhayna makis milk strawberry flavor 200 ml, 27 pieces",395.0,milk,generic,strawberry,2000 Grams,liquid,2000.0,197.5,0,0,0,0,0,0,0,0,27.0,xlarge,0
coast,160.0,milk,other,other,397 Grams,liquid,397.0,403.0226700251889,0,0,0,0,0,0,0,0,1.0,medium,0
zumra,128.0,milk,other,nan,400 Grams,nan,400.0,320.0,0,0,0,0,0,0,0,0,1.0,medium,0
al asdekaa,22.0,milk,al asdekaa,other,225 Grams,liquid,225.0,97.77777777777779,0,0,0,0,0,0,0,0,1.0,medium,1
luna,90.0,milk,other,sweet,395 Grams,creamy,395.0,227.84810126582278,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,172.0,milk,almarai,chocolate,1.35 Kilograms,liquid,1350.0,127.40740740740742,0,0,0,0,0,0,0,0,1.0,xlarge,1
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
nestogen growing-up milk from 1-3 years - 200 grams,130.0,milk,other,nan,0.23 Kilograms,liquid,230.0,565.2173913043478,0,0,0,0,0,0,0,0,1.0,medium,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
the milkman,70.0,milk,other,natural,850 Grams,liquid,850.0,82.3529411764706,0,0,0,0,0,0,0,0,1.0,large,0
"rainbow evaporated milk with vitamin d, 170gram - ابو قوس حليب مكثف للشاي و القهوة 170 جرام",230.0,milk,generic,other,170 Grams,liquid,170.0,1352.9411764705883,0,0,0,0,0,0,0,0,1.0,medium,0
juhayna,19.0,milk,juhayna,mango,220 Grams,liquid,220.0,86.36363636363636,0,0,0,0,0,0,0,0,1.0,medium,1
lamar,13.0,milk,other,banana,200 Grams,liquid,200.0,65.0,0,0,0,0,0,0,0,0,1.0,medium,0
the milkman,25.0,milk,other,other,200 Grams,liquid,200.0,125.0,0,0,0,0,0,0,0,0,1.0,medium,0
nido,305.0,milk,other,nan,576 Grams,flakes,576.0,529.5138888888888,0,0,0,0,0,0,0,0,1.0,large,0
almarai,143.0,milk,almarai,strawberry,1.34 Kilograms,liquid,1340.0,106.71641791044776,0,0,0,0,0,0,0,0,1.0,xlarge,1
"rainbow boofia evaporated milk analogue with vegetable oil, 405g",250.0,milk,generic,nan,405 Grams,liquid,405.0,617.283950617284,0,0,0,0,0,0,0,0,1.0,medium,0
al asdekaa,24.0,milk,al asdekaa,chocolate,225 Grams,liquid,225.0,106.66666666666667,0,0,0,0,0,0,0,0,1.0,medium,1
aslan,67.0,milk,other,nan,235 Grams,liquid,235.0,285.10638297872345,0,0,0,0,0,0,0,0,1.0,medium,0
juhayna,31.0,milk,juhayna,mango,440 Grams,liquid,440.0,70.45454545454545,0,0,0,0,0,0,0,0,1.0,medium,1
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
shana,129.0,milk,shana,nan,200 Grams,nan,200.0,645.0,0,0,0,0,0,0,0,0,1.0,medium,1
milko sweetend condensed milk 390g,135.0,milk,generic,other,390 Grams,liquid,390.0,346.15384615384613,0,0,0,0,0,0,0,0,1.0,medium,0
nestle,400.0,milk,other,unflavored,500 Grams,powder,500.0,800.0,0,0,0,0,0,0,0,0,1.0,medium,0
puck evaporated milk 170g,250.0,milk,generic,coffee,170 Grams,liquid,170.0,1470.5882352941178,0,0,0,0,0,0,0,0,1.0,medium,0
al momtaz milk,190.0,milk,generic,coffee,159 Grams,liquid,159.0,1194.9685534591194,0,0,0,0,0,0,0,0,1.0,medium,0
the milkman,24.0,milk,other,natural,200 Grams,liquid,200.0,120.0,0,0,0,0,0,0,0,0,1.0,medium,0
zamra coconut milk 17-18% fat easy open - 400 ml,299.0,milk,generic,nan,400 Grams,nan,400.0,747.5,0,0,0,0,0,0,0,0,1.0,medium,0
hero baby,333.0,milk,other,nan,400 Grams,powder,400.0,832.5,0,0,0,0,0,0,0,0,1.0,medium,0
"dr. foods premium coconut milk powder, 125g, natural coconut flavour, rich and creamy texture, coconut extract with skimmed milk powder",125.0,milk,generic,other,125 Grams,powder,125.0,1000.0,0,0,0,0,0,0,0,0,1.0,medium,0
mora milk,400.0,milk,other,unflavored,800 Grams,powder,800.0,500.0,0,0,0,0,0,0,0,0,1.0,large,0
hero baby,675.0,milk,other,nan,400 Grams,powder,400.0,1687.5,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,171.0,milk,almarai,chocolate,1.36 Kilograms,liquid,1360.0,125.73529411764706,0,0,0,0,0,0,0,0,1.0,xlarge,1
mora,109.0,milk,other,original,300 Grams,powder,300.0,363.3333333333333,0,0,0,0,0,0,0,0,1.0,medium,0
"nawaya coconut milk powder & water kefir bundle, mct probiotic, keto friendly, 125g powder + 500 ml drink",499.0,milk,generic,coconut,500 Grams,liquid,500.0,998.0,0,0,0,0,1,0,0,0,1.0,medium,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
puck evaporated skimmed milk for tea and coffee pack of 2|حليب بوك الحجم الكبير عدد 2 عبوه,294.0,milk,generic,coffee,10 Kilograms,nan,10000.0,29.4,0,0,0,0,0,0,0,0,1.0,bulk,0
zumra,105.0,milk,other,nan,400 Grams,nan,400.0,262.5,0,0,0,0,0,0,0,0,1.0,medium,0
nan,662.0,milk,other,nan,800 Grams,powder,800.0,827.5,0,0,0,0,0,0,0,0,1.0,large,0
thio,68.0,milk,other,other,0.49 Kilograms,nan,490.0,138.77551020408163,0,0,0,0,0,0,0,0,1.0,medium,0
لبن بودر كامل الدسم نيو زلاند 500 جرام,330.0,milk,generic,nan,500 Grams,powder,500.0,660.0,0,0,0,0,0,0,0,0,1.0,medium,0
reefy,21.0,milk,other,natural,200 Grams,liquid,200.0,105.0,0,0,0,0,0,0,0,0,1.0,medium,0
latteria,400.0,milk,other,rm,1 Kilograms,powder,1000.0,400.0,0,0,0,0,0,0,0,0,1.0,large,0
vitamilk soy milk original 300ml - ready to drink vegan soy drink,220.0,milk,generic,nan,300 Grams,nan,300.0,733.3333333333333,0,0,0,1,0,0,0,0,1.0,medium,0
reefy,51.0,milk,other,natural,850 Grams,liquid,850.0,60.0,0,0,0,0,0,0,0,0,1.0,large,0
hero baby,450.0,milk,other,nan,400 Grams,powder,400.0,1125.0,0,0,0,0,0,0,0,0,1.0,medium,0
the milkman,25.0,milk,other,peach,200 Grams,liquid,200.0,125.0,0,0,0,0,0,0,0,0,1.0,medium,0
nan,360.0,milk,other,nan,400 Grams,powder,400.0,900.0,0,0,0,0,0,0,0,0,1.0,medium,0
the milkman,25.0,milk,other,strawberry,200 Grams,liquid,200.0,125.0,0,0,0,0,0,0,0,0,1.0,medium,0
puck cream milk 170g,199.0,milk,generic,nan,170 Grams,nan,170.0,1170.5882352941178,0,0,0,0,0,0,0,0,1.0,medium,0
nan,350.0,milk,other,nan,400 Grams,powder,400.0,875.0,0,0,0,0,0,0,0,0,1.0,medium,0
nan,443.0,milk,other,nan,380 Grams,powder,380.0,1165.7894736842104,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,18.0,milk,almarai,strawberry,0.22 Kilograms,liquid,220.0,81.81818181818181,0,0,0,0,0,0,0,0,1.0,medium,1
premium raw sahab with special additives (weight 370 grams),104.0,milk,generic,other,370 Grams,powder,370.0,281.0810810810811,0,0,0,0,0,0,0,0,1.0,medium,0
almarai,15.0,milk,almarai,mango,0.22 Kilograms,liquid,220.0,68.18181818181817,0,0,0,0,0,0,0,0,1.0,medium,1
almarai,30.0,milk,almarai,peach,0.43 Kilograms,liquid,430.0,69.76744186046511,0,0,0,0,0,0,0,0,1.0,medium,1
juhayna mix 200ml x 27 pack - strawberry,637.0,milk,generic,strawberry,6.13 Kilograms,liquid,6130.0,103.91517128874388,0,0,0,0,0,0,0,0,27.0,bulk,0
almarai,26.0,milk,almarai,other,0.43 Kilograms,liquid,430.0,60.46511627906977,0,0,0,0,0,0,0,0,1.0,medium,1
al asdekaa,18.0,milk,al asdekaa,unflavoured,225 Grams,liquid,225.0,80.0,0,0,0,0,0,0,0,0,1.0,medium,1
"stevia milk chocolate zero added sugar, with peanut butter - 12 packs",246.0,milk,generic,other,240 Grams,other,240.0,1025.0,0,0,0,0,0,0,1,1,12.0,medium,0
hero baby,154.0,milk,other,other,300 Grams,nan,300.0,513.3333333333333,0,0,0,0,0,0,0,0,1.0,medium,0
sedra,205.0,rice,sedra,nan,5 Kilograms,whole,5000.0,41.0,0,0,0,0,0,0,0,0,1.0,xlarge,1
al-bazaar,304.0,rice,other,nan,10 Kilograms,nan,10000.0,30.4,0,0,0,0,0,0,0,0,1.0,bulk,0
sidra egyptian rice 1kg,41.0,rice,sedra,nan,1 Kilograms,whole,1000.0,41.0,0,0,0,0,0,0,0,0,1.0,large,0
al doha,189.0,rice,al doha,nan,5 Kilograms,nan,5000.0,37.8,0,0,0,0,0,0,0,0,1.0,xlarge,1
al doha,39.0,rice,al doha,nan,1 Kilograms,dry,1000.0,39.0,0,0,0,0,0,0,0,0,1.0,large,1
al sa`a,35.0,rice,other,nan,1 Kilograms,grain,1000.0,35.0,0,0,0,0,0,0,0,0,1.0,large,0
rehana,36.0,rice,other,nan,1 Kilograms,nan,1000.0,36.0,0,0,0,0,0,0,0,0,1.0,large,0
al doha,119.0,rice,al doha,nan,3 Kilograms,dry,3000.0,39.66666666666667,0,0,0,0,0,0,0,0,1.0,xlarge,1
zamzam,173.0,rice,other,nan,5 Kilograms,grain,5000.0,34.6,0,0,0,0,0,0,0,0,1.0,xlarge,0
zamzam,34.0,rice,other,nan,1 Kilograms,grain,1000.0,34.0,0,0,0,0,0,0,0,0,1.0,large,0
rehana,192.0,rice,other,nan,5 Kilograms,nan,5000.0,38.4,0,0,0,0,0,0,0,0,1.0,xlarge,0
marvel,209.0,rice,other,nan,2000 Grams,grain,2000.0,104.5,0,0,0,0,0,0,0,0,1.0,xlarge,0
honza indian long grain brown basmati rice 1kg | rich source of complex carbohydrates | diet & keto friendly | 100% natural & additive free,136.0,rice,other,nan,1 Kilograms,nan,1000.0,136.0,0,0,0,0,1,1,0,0,1.0,large,0
japonica sushi rice - 5kg,900.0,rice,generic,nan,5000 Grams,box,5000.0,180.0,0,0,0,0,0,0,0,0,1.0,xlarge,0
rice brown 500 gm (spicekick),110.0,rice,spicekick,nan,50 Grams,flakes,50.0,2200.0,0,0,0,0,0,0,0,0,1.0,small,1
premium egyptian rice 1kg,31.0,rice,generic,nan,5000 Kilograms,nan,5000000.0,0.0062,0,0,0,0,0,0,0,0,1.0,bulk,0
rehana,76.0,rice,other,nan,1 Kilograms,dry,1000.0,76.0,0,0,0,0,0,0,0,0,1.0,large,0
al doha,36.0,rice,al doha,nan,327 Grams,nan,327.0,110.09174311926606,0,0,0,0,0,0,0,0,1.0,medium,1
al doha,149.0,rice,al doha,nan,1 Kilograms,dry,1000.0,149.0,0,0,0,0,0,0,0,0,1.0,large,1
abu kass,882.0,rice,other,nan,5 Kilograms,dry,5000.0,176.4,0,0,0,0,0,0,0,0,1.0,xlarge,0
al tawoos,37.0,rice,other,nan,1 Kilograms,nan,1000.0,37.0,0,0,0,0,0,0,0,0,1.0,large,0
al-bazaar,154.0,rice,other,nan,5 Kilograms,nan,5000.0,30.8,0,0,0,0,0,0,0,0,1.0,xlarge,0
alsuhagy,200.0,rice,other,nan,5 Kilograms,other,5000.0,40.0,0,0,0,0,0,0,0,0,1.0,xlarge,0
marvel,225.0,rice,other,nan,2000 Grams,grain,2000.0,112.5,0,0,0,0,0,0,0,0,1.0,xlarge,0
haboubah,37.0,rice,other,nan,1 Kilograms,grain,1000.0,37.0,0,0,0,0,0,0,0,0,1.0,large,0
al sa`a,213.0,rice,other,nan,5 Kilograms,grain,5000.0,42.6,0,0,0,0,0,0,0,0,1.0,xlarge,0
mexicana,34.0,rice,other,nan,1 Kilograms,whole,1000.0,34.0,0,0,0,0,0,0,0,0,1.0,large,0
naqawa,310.0,rice,other,nan,10 Kilograms,nan,10000.0,31.0,0,0,0,0,0,0,0,0,1.0,bulk,0
al doha,36.0,rice,al doha,nan,320 Grams,dry,320.0,112.5,0,0,0,0,0,0,0,0,1.0,medium,1
alsuhagy,40.0,rice,other,nan,1 Kilograms,other,1000.0,40.0,0,0,0,0,0,0,0,0,1.0,large,0
chiljiang ready to eat cooked black rice - 210 gm,199.0,rice,generic,other,210 Grams,nan,210.0,947.6190476190476,0,0,0,0,0,0,0,0,1.0,medium,0
hitpan white cooked rice - 210 gm,190.0,rice,generic,nan,210 Grams,box,210.0,904.7619047619048,0,0,0,0,0,0,0,0,1.0,medium,0
al-bazaar,154.0,rice,other,nan,5 Kilograms,nan,5000.0,30.8,0,0,0,0,0,0,0,0,1.0,xlarge,0
honza indian long grain brown basmati rice 1kg | rich source of complex carbohydrates | diet & keto friendly | 100% natural & additive free,136.0,rice,other,nan,1 Kilograms,nan,1000.0,136.0,0,0,0,0,1,1,0,0,1.0,large,0
sedra,205.0,rice,sedra,nan,5 Kilograms,whole,5000.0,41.0,0,0,0,0,0,0,0,0,1.0,xlarge,1
tilda,168.0,rice,other,nan,1 Kilograms,liquid,1000.0,168.0,0,0,0,0,0,0,0,0,1.0,large,0
dobella,195.0,rice,dobella,nan,2 Kilograms,dry,2000.0,97.5,0,0,0,0,0,0,0,0,1.0,xlarge,1
egyptian white rice 900g xford,30.0,rice,other,nan,0.87 Kilograms,nan,870.0,34.48275862068965,0,0,0,0,0,0,0,0,1.0,large,0
imtenan,88.0,rice,imtenan,nan,750 Grams,dry,750.0,117.33333333333333,0,0,0,0,0,0,0,0,1.0,large,1
tilda,331.0,rice,other,nan,2 Kilograms,grain,2000.0,165.5,0,0,0,0,0,0,0,0,1.0,xlarge,0
sedra,205.0,rice,sedra,nan,5 Kilograms,whole,5000.0,41.0,0,0,0,0,0,0,0,0,1.0,xlarge,1
dobella,195.0,rice,dobella,nan,2 Kilograms,dry,2000.0,97.5,0,0,0,0,0,0,0,0,1.0,xlarge,1
"elmatbakh egyption rice, 1 kg",38.0,rice,al doha,nan,1 Kilograms,dry,1000.0,38.0,0,0,0,0,0,0,0,0,1.0,large,0
eco healthy,70.0,rice,eco healthy,nan,1.01 Kilograms,nan,1010.0,69.30693069306932,0,0,0,0,0,0,0,0,1.0,xlarge,1
marvel,107.0,rice,other,nan,1 Kilograms,nan,1000.0,107.0,0,0,0,0,0,0,0,0,1.0,large,0
al doha,55.0,rice,al doha,nan,363 Grams,nan,363.0,151.51515151515153,0,0,0,0,0,0,0,0,1.0,medium,1
al doha,30.0,rice,al doha,nan,324 Grams,dry,324.0,92.59259259259258,0,0,0,0,0,0,0,0,1.0,medium,1
sidra egyptian rice 1kg,41.0,rice,sedra,nan,1 Kilograms,whole,1000.0,41.0,0,0,0,0,0,0,0,0,1.0,large,0
japonica sushi rice - 5kg,900.0,rice,generic,nan,5000 Grams,box,5000.0,180.0,0,0,0,0,0,0,0,0,1.0,xlarge,0
rice brown 500 gm (spicekick),110.0,rice,spicekick,nan,50 Grams,flakes,50.0,2200.0,0,0,0,0,0,0,0,0,1.0,small,1
dobella.,93.0,rice,other,nan,1 Kilograms,grain,1000.0,93.0,0,0,0,0,0,0,0,0,1.0,large,0
al doha,112.0,rice,al doha,nan,1 Kilograms,dry,1000.0,112.0,0,0,0,0,0,0,0,0,1.0,large,1
al doha,27.0,rice,al doha,nan,320 Grams,dry,320.0,84.375,0,0,0,0,0,0,0,0,1.0,medium,1
